Glasgow North|Scottish Liberal Democrats|Daniel O'Malley|None|1,142|3.3|-1.9
 Glasgow North East|Scottish Liberal Democrats|Sheila Thomson|None|592|1.7|-1.7
Glasgow South|Scottish Liberal Democrats|Peter McLaughlin|None|1,316|3.1|-2.9
Kilmarnock and Loudoun|Scottish Liberal Democrats|Edward Thornley|None|850|2.0|-3.1
West Aberdeenshire and Kincardine|Scottish Liberal Democrats|Michael Turvey|None|6,342|13|1.3
North Ayrshire and Arran|Scottish Liberal Democrats|Gillian Cole-Hamilton|None|1,005|2.4|-2.0
 Paisley and Renfrewshire South |Scottish Liberal Democrats|Jack Clark|None|1,315|3.2|-3.0
Paisley and Renfrewshire North|Scottish Liberal Democrats|Grant Toghill|None|6,333|15.2|
Livingston|Scottish Liberal Democrats|Caron Lindsay|None|2,025|4.5|-1.7
 Glasgow South West|Scottish Liberal Democrats|Paul McGarry|None|958|2.7|-1.7
Edinburgh South|Scottish Liberal Democrats|Andy Williamson|None|2,746|5.9|-1.8
Inverness|Scottish Liberal Democrats|Angus MacDonald|None|||
Angus and Perthshire Glens|Scottish Liberal Democrats|Claire McLaren|None|3,156|6.7|
Argyll|Scottish Liberal Democrats|Alan Reid |None|7,359|16.4|
West Dunbartonshire|Liberal Democrats |Paul Donald Kennedy|None|839|2.1|-2.1
North East Fife|Scottish Liberal Democrats|Wendy Chamberlain|winning|23,384|54.7|+15.2
Aberdeenshire North and Moray East|Liberal Democrats |Ian Bailey|None|2,782|7.3|+2.9
Alloa and Grangemouth|Scottish Liberal Democrats|Adrian May|None|1,151|2.8|-2.5
Arbroath and Broughty Ferry|Scottish Liberal Democrats|David Evans|None|2,249|5.1|+8.6
Bathgate and Linlithgow|Scottish Liberal Democrats|Sally Pattle|None|2,171|5.2|
Dundee Central|Scottish Liberal Democrats|Daniel Coleman|None|2,402|6.2|
Dunfermline and Dollar|Scottish Liberal Democrats|Lauren Buchanan-Quigley|None|3,181|7.1|-1.3
East Kilbride and Strathaven|Scottish Liberal Democrats|Aisha Mir|None|1,074|2.3|-4.6
Gordon and Buchan|Scottish Liberal Democrats|Conrad Wood|None|7,307||
Inverclyde and Renfrewshire West  |Scottish Liberal Democrats|Ross Stalker|None|1,259|3.1|-3.3
Mid Dunbartonshire |Scottish Liberal Democrats|Susan Murray|winning|22,349|42.4|
